,order,captiontime,caption,command,speed,item,m1,lorr,boxnum,emojistella,emojiben,who,talk,fadebefore,fadewho,fadeframe,fadetime,xstella,ystella,xstellasay,ystellasay,xben,yben,xbensay,ybensay,xm1,ym1,xitem,yitem,xleft,yleft,xright,yright,time,autotime,musictip,music,musictime,musicwait
a_0562,1001,,,,6,7,keep,9,,,26,ben,我觉得只要你把时间当成你的根本资源,,,,,,,,,,,,,,,,,,,,,,17,,,,
a_0563,1002,,,,6,7,keep,9,,,26,ben,应该自然就会讨厌,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_05631,1003,,,,6,7,keep,9,,,26,ben,廉价的卖掉自己 的时间换一些没 意义的东西,,,,,,,,,word,b1,666,700,,,,,,,,,,21,,,,
a_0564,1004,,,,6,7,keep,special,,,25,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
race,1005,,,,6,keep,keep,15,,keep,19,stella,同龄人结婚，生孩子 开公司，当老板,,,,,,,,,word,,,,,,,,,,,,,17,,,,
a_0565,1006,,,,6,keep,keep,15,,keep,19,stella,你会有别人都走远了 只有你在原地呆着的 感觉吗？,,,,,,,,,word,,,,,,,,,,,,,24,,,,
a_0566,1007,,,,6,keep,keep,9,,keep,18,ben,不会,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0567,1008,,,,6,keep,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
racetype0,1009,,,,6,keep,keep,15,,keep,19,stella,同龄人结婚，生孩子 开公司，当老板,,,,,,,,,word,,,,,,,,,,,,,17,,,,
a_0568,1010,,,,6,keep,keep,15,,keep,19,stella,你会有别人都走远了 只有你在原地呆着的 感觉吗？,,,,,,,,,word,,,,,,,,,,,,,24,,,,
a_0569,1011,,,,6,keep,keep,9,,keep,18,ben,会,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0570,1012,,,,6,keep,keep,15,,keep,19,stella,对吧,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0571,1013,,,,6,keep,keep,9,,keep,18,ben,没有人能真的完全不在意同类的目光,,,,,,,,,,,,,,,,,,,,,,16,,,,
a_0572,1014,,,,6,keep,keep,9,,keep,18,ben,基因是这么设定的,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0573,1015,,,,6,keep,keep,15,,keep,18,stella,那怎么办呢？,,,,,,,,,,,,,,,,,,,,,,6,,,,
a_0574,1016,,,,6,keep,keep,15,,keep,18,stella,你是怎么办的,,,,,,,,,,,,,,,,,,,,,,6,,,,
a_0575,1017,,,,6,keep,32,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0576,1018,,,,6,keep,32,9,,keep,23,ben,你知道钻石吗？,,,,,,,,,,,,,,,,,,,,,,7,,,,
a_0577,1019,,,,6,keep,32,15,,keep,22,stella,？,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0578,1020,,,,6,keep,32,9,,keep,23,ben,钻石并不稀有 开采难度也不高 也不保值,,,,,,,,,word,,,,,,,,,,,,,19,,,,
a_05781,1021,,,,6,keep,32,9,,keep,23,ben,甚至可以人工合成,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0579,1022,,,,6,keep,32,9,,keep,23,ben,完全是靠营销把 它和爱情绑定 在一起卖钱的,,,,,,,,,word,,,,,,,,,,,,,21,,,,
a_0580,1023,,,,6,keep,32,special,,keep,22,bothnottalk,showoption,,,,,,,,,,,,,,,,,我知道这个,第一次听说,race1,race1,,10,,,,
race1,1024,,,,6,keep,32,9,,keep,18,ben,现在越来越多人知道钻石的这些事,,,,,,,,,,,,,,,,,,,,,,15,,,,
a_0581,1025,,,,6,keep,keep,9,,keep,18,ben,也越来越多人不把钻石和爱情绑定在一起,,,,,,,,,,,,,,,,,,,,,,18,,,,
a_0582,1026,,,,6,keep,keep,9,,keep,18,ben,可钻石还是卖得很好,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_0583,1027,,,,6,keep,keep,9,,keep,18,ben,为什么？,,,,,,,,,,,,,,,,,,,,,,4,,,,
a_0584,1028,,,,6,keep,keep,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,因为值钱的东西还代表着体面,因为只要有足够多的人认为它值钱，它就值钱,race2,race2,,10,,,,
race2,1029,,,,6,keep,keep,9,,keep,23,ben,是啊,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0585,1030,,,,6,keep,keep,9,,keep,23,ben,因为还是有足够多的人认同：钻戒越大实力越强,,,,,,,,,,,,,,,,,,,,,,21,,,,
a_0586,1031,,,,6,keep,keep,9,,keep,23,ben,还是有足够多的人认同：西服名表豪车代表着上流社会,,,,,,,,,,,,,,,,,,,,,,24,,,,
a_0587,1032,,,,6,keep,keep,9,,keep,23,ben,哪怕你不想买一块漂亮石头，不想做一套豪华西装,,,,,,,,,,,,,,,,,,,,,,22,,,,
a_05871,1033,,,,6,keep,keep,9,,keep,23,ben,你还是得买，还 是得做,,,,,,,,,word,b1,666,700,,,,,,,,,,11,,,,
a_0588,1034,,,,6,keep,keep,9,,keep,23,ben,因为大家认这个 你不花这些钱 你会损失更多,,,,,,,,,word,,,,,,,,,,,,,21,,,,
a_0589,1035,,,,6,keep,keep,9,,keep,23,ben,你不觉得工作也是这样吗,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0590,1036,,,,6,keep,keep,9,,keep,23,ben,你需要的不只是报酬 还有它带来的 社会的认同,,,,,,,,,word,,,,,,,,,,,,,22,,,,
a_0591,1037,,,,6,keep,keep,special,,keep,22,bothnottalk,showoption,,,,,,,,,,,,,,,,,同意,不同意,race2a,race2b,,10,,,,
race2b,1038,,,,6,keep,keep,9,,keep,19,ben,是吗,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0593,1039,,,,6,keep,keep,9,,keep,19,ben,可能是我没想清楚,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0594,1040,,,,6,keep,keep,9,,keep,19,ben,我再想想,,,,,,,,,,,,,,,,,,,,,,4,,,,
a_0595,1041,,,,6,keep,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
race2a,1042,,,,6,keep,keep,9,,,26,ben,我非常非常讨厌被人拿捏的感觉,,,,,,,,,,,,,,,,,,,,,,14,,,,
a_0596,1043,,,,6,keep,keep,9,,,26,ben,<class='bandi'>你懂钻石怎么 营销的啊，那 你好厉害哦</class>,,,,,,,,,word,,,,,,,,,,,,,17,,,,
a_0597,1044,,,,6,keep,keep,9,,,26,ben,<class='bandi'>但你还得乖乖给 我送钱，不然你 就损失更多</class>,,,,,,,,,word,,,,,,,,,,,,,19,,,,
a_0598,1045,,,,6,keep,keep,,,,27,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0599,1046,,,,6,keep,keep,9,,,26,ben,我宁愿损失更多,,,,,,,,,,,,,,,,,,,,,,7,,,,
a_0600,1047,,,,6,keep,keep,special,,,27,bothnottalk,showoption,,,,,,,,,,,,,,,,,<class='bold'>安能摧眉折腰事权贵 使我不得开心颜！</class>,<class='bold'>吾不能为五斗米折腰 拳拳事乡里小人邪！</class>,thanks1,thanks2,,10,,,,
thanks1,1048,,,,6,keep,keep,9,,,27,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0601,1049,,,,6,keep,keep,9,,,26,ben,谢谢你,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0602,1050,,,,6,keep,keep,special,,,27,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
thanks2,1051,,,,6,keep,keep,9,,,26,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0603,1052,,,,6,keep,keep,9,,,27,ben,谢谢你,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0604,1053,,,,6,keep,keep,special,,,26,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
changeyou,1054,,,,6,keep,keep,15,,keep,19,stella,你是因为Stella变成现在这样的吗？,,,,,,,,,,,,,,,,,,,,,,19,,,,
a_0605,1055,,,,6,keep,keep,9,,keep,18,ben,不是,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0606,1056,,,,6,keep,keep,9,,keep,18,ben,认识她之前我已经这样过很久了,,,,,,,,,,,,,,,,,,,,,,14,,,,
a_0607,1057,,,,6,keep,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
changeyoutype1,1058,,,,6,keep,keep,15,,keep,19,stella,你是因为Stella变成现在这样的吗？,,,,,,,,,,,,,,,,,,,,,,19,,,,
a_0608,1059,,,,6,6,keep,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0609,1060,,,,6,6,keep,9,,keep,18,ben,很长时间和一个人在一起，不可能不互相影响,,,,,,,,,,,,,,,,,,,,,,20,,,,
a_0610,1061,,,,6,6,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
changeyoutype0,1062,,,,6,keep,keep,15,,keep,19,stella,你是因为Stella变成现在这样的吗？,,,,,,,,,,,,,,,,,,,,,,19,,,,
a_0611,1063,,,,6,6,keep,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0612,1064,,,,6,6,keep,9,,keep,18,ben,是,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0613,1065,,,,6,6,keep,9,,keep,18,ben,她是个非常、非常聪明的人,,,,,,,,,,,,,,,,,,,,,,12,,,,
a_0614,1066,,,,6,6,keep,9,,keep,18,ben,我的很多想法都是从她那来的,,,,,,,,,,,,,,,,,,,,,,13,,,,
a_0615,1067,,,,6,6,keep,20,,keep,19,stella,<class='bold'>他谈起Stella的样子让人难以插话</class>,,,,,,,,,,,,,,,,,,,,,,16,,,,
a_0616,1068,,,,6,6,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
idol,1069,,,,6,keep,keep,9,,keep,18,ben,不想,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0617,1070,,,,6,keep,keep,15,,keep,19,stella,被人尊敬，被人崇拜,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_0618,1071,,,,6,keep,keep,9,,keep,18,ben,不想,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0619,1072,,,,6,keep,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
idoltype0,1073,,,,6,keep,keep,9,,keep,18,ben,你是星探吗？,,,,,,,,,,,,,,,,,,,,,,6,,,,
a_0620,1074,,,,6,keep,keep,15,,keep,19,stella,不是说偶像这个职业,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_0621,1075,,,,6,keep,keep,15,,keep,19,stella,因为你创作嘛，又不图钱，就想你是不是为了,,,,,,,,,,,,,,,,,,,,,,20,,,,
a_0622,1076,,,,6,keep,keep,9,,keep,18,ben,名,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0623,1077,,,,6,keep,keep,15,,keep,19,stella,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0624,1078,,,,6,keep,keep,9,,keep,18,ben,确实,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0625,1079,,,,6,keep,keep,9,,keep,18,ben,谁不想被人捧着呢？,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_06261,1080,,,,6,keep,keep,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0626,1081,,,,6,keep,keep,9,,keep,18,ben,但并不是偶像那样,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0627,1082,,,,6,keep,keep,15,,keep,19,stella,怎么说,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0628,1083,,,,6,keep,keep,9,,keep,18,ben,偶像这个词,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_0629,1084,,,,6,keep,keep,9,,keep,18,ben,如果你希望从观众身上赚钱，那<class='bold'>偶像</class>就非常好,,,,,,,,,,,,,,,,,,,,,,18,,,,
a_0630,1085,,,,6,keep,keep,9,,keep,18,ben,但如果你希望你的作品能让人思考,,,,,,,,,,,,,,,,,,,,,,15,,,,
a_06301,1086,,,,6,keep,keep,9,,keep,18,ben,那应该是不会喜欢偶像这种词的,,,,,,,,,,b1,666,700,,,,,,,,,,14,,,,
a_0631,1087,,,,6,keep,keep,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,同意,不同意,idol1,disagree,,10,,,,
idol1,1088,,,,6,keep,keep,9,,keep,18,ben,同样<class='bold'>粉丝</class>这个词也很,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0632,1089,,,,6,keep,keep,9,,keep,18,ben,我觉得不好,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_0633,1090,,,,6,keep,keep,9,,keep,18,ben,人家在社交平台点一下关注，就被定义成你的粉丝,,,,,,,,,,,,,,,,,,,,,,22,,,,
a_0634,1091,,,,6,keep,keep,9,,keep,18,ben,人家就是想看你接下来的发布的内容,,,,,,,,,,,,,,,,,,,,,,16,,,,
a_0635,1092,,,,6,keep,keep,9,,keep,18,ben,这就叫<class='bold'>订阅</class>,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_0636,1093,,,,6,keep,keep,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,其实大家就是粉丝叫习惯了,因为粉丝比订阅者对平台贡献更大,idol1a,idol1b,,10,,,,
idol1a,1094,,,,6,keep,keep,9,,keep,18,ben,我觉得问题就在叫习惯了,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0637,1095,,,,6,keep,keep,9,,keep,18,ben,我说个假设,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_0638,1096,,,,6,keep,keep,9,,keep,18,ben,假如我把所有社交平台显示的那个粉丝，改叫<class='bold'>观察者</class>,,,,,,,,,,,,,,,,,,,,,,20,,,,
a_0639,1097,,,,6,keep,keep,9,,keep,18,ben,你观察了多少人，有多少人正在观察你,,,,,,,,,,,,,,,,,,,,,,17,,,,
a_0640,1098,,,,6,keep,keep,9,,keep,18,ben,你觉得网络生态会不会有改变？,,,,,,,,,,,,,,,,,,,,,,14,,,,
a_0641,1099,,,,6,keep,keep,,,keep,18,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0642,1100,,,,6,keep,keep,9,,keep,23,ben,说别人是你的粉丝，不只是看轻别人，也是看轻你自己,,,,,,,,,,,,,,,,,,,,,,24,,,,
a_0643,1101,,,,6,keep,keep,special,,keep,22,bothnottalk,showoption,,,,,,,,,,,,,,,,,是承认你创作的东西并不能让人思考,那如果别人说是你的粉丝呢？,idol2a,idol2b,,10,,,,
idol1b,1102,,,,6,keep,keep,9,,keep,18,ben,是啊,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_06433,1103,,,,6,keep,keep,9,,keep,18,ben,很概括,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_06434,1104,,,,6,keep,keep,9,,keep,18,ben,理性在引起传播的能力上永远永远比不过感性,,,,,,,,,,,,,,,,,,,,,,20,,,,
a_06435,1105,,,,6,keep,keep,,,keep,22,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_06436,1106,,,,6,keep,keep,9,,keep,23,ben,说别人是你的粉丝，不只是看轻别人，也是看轻你自己,,,,,,,,,,,,,,,,,,,,,,24,,,,
a_06437,1107,,,,6,keep,keep,special,,keep,22,bothnottalk,showoption,,,,,,,,,,,,,,,,,是承认你创作的东西并不能让人思考,那如果别人说是你的粉丝呢？,idol2a,idol2b,,10,,,,
idol2a,1108,,,,6,keep,keep,,,keep,22,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0644,1109,,,,6,keep,keep,9,,keep,18,ben,是的,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0645,1110,,,,6,keep,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
idol2b,1111,,,,6,keep,keep,15,,keep,19,stella,会觉得不高兴吗？,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0646,1112,,,,6,keep,keep,9,,keep,18,ben,不会,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0647,1113,,,,6,keep,keep,9,,keep,18,ben,没有谁不想要自己被喜欢,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0648,1114,,,,6,keep,keep,9,,keep,18,ben,而且那是别人的善意,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_0649,1115,,,,6,keep,keep,15,,keep,19,stella,对吧,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0650,1116,,,,6,keep,keep,9,,keep,18,ben,对,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0651,1117,,,,6,keep,keep,9,,keep,18,ben,你作为个体当然会因为别人喜欢你高兴,,,,,,,,,,,,,,,,,,,,,,17,,,,
a_0652,1118,,,,6,keep,keep,9,,keep,18,ben,但不影响这对整个集体不好,,,,,,,,,,,,,,,,,,,,,,12,,,,
a_0653,1119,,,,6,keep,keep,9,,keep,18,ben,就像你抽烟会高兴但对身体不好一样,,,,,,,,,,,,,,,,,,,,,,16,,,,
a_0654,1120,,,,6,keep,keep,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,确实,比喻有点不恰当,agree,idol2b2,,10,,,,
idol2b2,1121,,,,6,keep,keep,9,,keep,18,ben,确实,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0655,1122,,,,6,keep,keep,9,,keep,18,ben,我也觉得,,,,,,,,,,,,,,,,,,,,,,4,,,,
a_0656,1123,,,,6,keep,keep,9,,keep,18,ben,但我们是谈话，不是在下定义,,,,,,,,,,,,,,,,,,,,,,13,,,,
a_0657,1124,,,,6,keep,keep,9,,keep,18,ben,我不可能每句话都说得无懈可击,,,,,,,,,,,,,,,,,,,,,,14,,,,
a_0658,1125,,,,6,keep,keep,20,,keep,19,stella,<class='bold'>话虽然冷淡，但他看起来并不像是在生气</class>,,,,,,,,,,,,,,,,,,,,,,16,,,,
a_0659,1126,,,,6,keep,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
thinkmore,1127,,,,6,keep,keep,20,,keep,19,stella,<class='bold'>再问下去也得不到什么信息了</class>,,,,,,,,,,,,,,,,,,,,,,12,,,,
a_0660,1128,,,,6,keep,keep,20,,keep,19,stella,<class='bold'>一些问题要在有一定好感的时候才能得到答案</class>,,,,,,,,,,,,,,,,,,,,,,18,,,,
a_0661,1129,,,,6,keep,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
likewheretype0,1130,,,,6,keep,keep,9,,keep,19,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0663,1131,,,,6,keep,keep,9,,keep,18,ben,她对我很好,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_0664,1132,,,,6,keep,33,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0666,1133,,,,6,keep,33,15,,keep,19,stella,只有这个吗？,,,,,,,,,,,,,,,,,,,,,,6,,,,
a_0667,1134,,,,6,keep,33,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0668,1135,,,,6,keep,33,9,,keep,18,ben,我觉得这不是只有,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_06691,1136,,,,6,keep,33,9,,keep,18,ben,你,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_06692,1137,,,,6,keep,33,9,,keep,18,ben,你窝在草庐里什么也不是,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0669,1138,,,,6,keep,33,9,,keep,18,ben,只有自己觉得自己了不起,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0670,1139,,,,6,keep,33,9,,keep,18,ben,突然有一天有一 个人找到你这个 偏僻的地方,,,,,,,,,word,,,,,,,,,,,,,21,,,,
a_0671,1140,,,,6,keep,33,9,,keep,18,ben,跟你说她也觉得你很了不起,,,,,,,,,,,,,,,,,,,,,,12,,,,
a_0672,1141,,,,6,keep,33,9,,keep,18,ben,你怎么会不喜欢上她,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_0673,1142,,,,6,keep,33,9,,keep,18,ben,这不是<class='bold'>只有</class>啊,,,,,,,,,,,,,,,,,,,,,,6,,,,
a_0674,1143,,,,6,keep,33,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
likewhere,1144,,,,6,keep,keep,9,,keep,19,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0676,1145,,,,6,keep,keep,9,,keep,18,ben,她对我很好,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_0677,1146,,,,6,keep,33,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0678,1147,,,,6,keep,33,15,,keep,19,stella,…,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0679,1148,,,,6,keep,33,15,,keep,19,stella,只有这个吗？,,,,,,,,,,,,,,,,,,,,,,6,,,,
a_0680,1149,,,,6,keep,33,9,,keep,18,ben,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0681,1150,,,,6,keep,33,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
missingpast,1151,500,*电视机正在播放节目,offposition,6,,8,special,missingpast,,,newepisode,,230,fadein,,170,706,181,1486,378,706,181,499,300,453,314,590,412,,,,,,0,,Stella_EFX_TV_120325,,
7038,1152,,,,,,9,special,,,,,gradual,,m1,,90,,,,,,,,,,,,,,,,,,7,,,,
7039,1153,350,*电视机被关掉,offposition,,9,,special,,,,,tvoff,,,,70,706,181,1333,388,706,181,499,300,453,314,590,412,,,,,,5,,,,
7040,1154,,,,8,9,,16,,,,stella,我没睡，我还看呢,,,,,,,,,,,,,,,,,,,,,,8,,,,
7050,1155,,,offposition,,,10,special,,,,,,,fadeoutandin,,60,706,181,1486,378,706,181,499,300,453,314,590,412,,,,,,0,,missingpast,,
7070,1156,,,,7,,11,10,,,,stella,和你一起的时候好容易困哦,,m1,,85,,,,,,,,,,,,,,,,,,12,,,,
7080,1157,,,,6,,12,9,,,,ben,因为你在我身边安心,,m1,,40,,,,,,,,,,,,,,,,,,9,,,,
7090,1158,,,,6,,10,special,,,,,gradual,,m1,,85,,,,,,,,,,,,,,,,,,7,,,,
7100,1159,,,,6,,11,10,,,,stella,好像是哦,,m1,,40,,,,,,,,,,,,,,,,,,4,,,,
7110,1160,,,,7,,11,10,,,,stella,平时我睡眠特别差,,,,,,,,,,,,,,,,,,,,,,8,,,,
7111,1161,,,,7,,11,10,,,,stella,但是你在的时候好像每一觉都睡得很好,,,,,,,,,,,,,,,,,,,,,,17,,,,
7120,1162,,,,6,,12,9,,,,ben,是吧,,m1,,40,,,,,,,,,,,,,,,,,,2,,,,
7130,1163,,,,6,,10,special,,,,,gradual,,m1,,85,,,,,,,,,,,,,,,,,,7,,,,
7140,1164,,,offposition,6,,,special,,10,,,,,fadeoutandin,,120,706,181,591,372,706,181,1462,453,453,314,590,412,,,,,,0,nofade,Stella_Foley_Shirt Rustle_120325,,
7150,1165,,,,6,,,9,,46,,stella,Ben,,stella,,40,,,,,,,,,,,,,,,,,,3,,,,
7160,1166,,,,6,,,15,,10,,ben,嗯,,stella,,30,,,,,,,,,,,,,,,,,,1,,,,
7170,1167,,,,6,,,9,,46,,stella,问你个问题,,stella,,40,,,,,,,,,,,,,,,,,,5,,,,
7180,1168,,,,6,,,15,,10,,ben,你说,,stella,,30,,,,,,,,,,,,,,,,,,2,,,,
7190,1169,,,,6,,,9,,10,,stella,嗯……,,,,,,,,,,,,,,,,,,,,,,3,,,,
7200,1170,,,,6,,,9,,46,,stella,你有没有想过我为什么一直找你说话？,,stella,,40,,,,,,,,,,,,,,,,,,17,,,,
7210,1171,,,,6,,,9,,46,,stella,刚认识的时候,,,,,,,,,,,,,,,,,,,,,,6,,,,
7220,1172,,,,6,,,9,,46,,stella,有没有想过她会不会是对我,,,,,,,,,,,,,,,,,,,,,,12,,,,
7222,1173,,,,,,,special,,13,,,gradual,,stella,,60,,,,,,,,,,,,,,,,,,7,,,,
7221,1174,,,,6,,,9,,14,,stella,有非分之想,,stella,,40,,,,,,,,,,,,,,,,,,5,,,,
7230,1175,,,,6,,,15,,13,,ben,没有,,stella,,30,,,,,,,,,,,,,,,,,,2,,,,
7240,1176,,,,6,,,9,,14,,stella,真的吗？,,stella,,40,,,,,,,,,,,,,,,,,,4,,,,
7250,1177,,,,6,,,15,,14,,ben,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
7260,1178,,,,,,,special,,16,,,gradual,,stella,,70,,,,,,,,,,,,,,,,,,7,,,,
7270,1179,,,,6,,,15,,16,,ben,刚开始就没怎么 说话呀,,,,,,,,,word,,,,,,,,,,,,,11,,,,
7271,1180,,,,6,,,15,,16,,ben,一个月也就聊两 三次吧,,,,,,,,,word,,,,,,,,,,,,,11,,,,
7280,1181,,,,6,,,15,,42,,ben,每次也说不了几句,,stella,,40,,,,,,,,,,,,,,,,,,8,,,,
7290,1182,,,,6,,,15,,42,,ben,一般人都不会多想吧,,,,,,,,,,,,,,,,,,,,,,9,,,,
7300,1183,,,,6,,,9,,43,,stella,哼,,stella,,30,,,,,,,,,,,,,,,,,,1,,,,
7310,1184,,,,6,,,9,,43,,stella,你故意忽略最重要的不讲是吧,,,,,,,,,,,,,,,,,,,,,,13,,,,
7320,1185,,,,6,,,9,,43,,stella,你说为什么一个月聊两三次？,,,,,,,,,,,,,,,,,,,,,,13,,,,
7330,1186,,,,6,,,special,,44,,,gradual,,stella,,90,,,,,,,,,,,,,,,,,,7,,,,
7340,1187,,,,4,,,9,,11,,stella,<class='bold'>因为你从来不会 找我！</class>,,stella,,30,,,,,word,,,,,,,,,,,,,10,,,,
7350,1188,,,,6,,,special,,42,,,gradual,,stella,,80,,,,,,,,,,,,,,,,,,7,,,,
7360,1189,,,,6,,,9,,15,,stella,一直只有自己主动 谁都会难过的呀,,stella,,40,,,,,word,,,,,,,,,,,,,16,,,,
7370,1190,,,,6,,,9,,15,,stella,我也会想人家是不是其实不想理我,,,,,,,,,,,,,,,,,,,,,,15,,,,
7380,1191,,,,6,,,9,,15,,stella,人家是不是嫌我烦,,,,,,,,,,,,,,,,,,,,,,8,,,,
7390,1192,,,,6,,,9,,11,,stella,我也有感觉的呀,,stella,,65,,,,,,,,,,,,,,,,,,7,,,,
7400,1193,,,,6,,,special,,45,,,gradual,,stella,,60,,,,,,,,,,,,,,,,,,7,,,,
7401,1194,,,offposition,,,,special,,,28,,,,fadeoutandin,,100,706,181,540,549,706,181,1470,352,453,314,,,,,,,,0,,,,
7402,1195,,,,,,,special,,,29,,gradual,,ben,,75,,,,,,,,,,,,,,,,,,7,,,,
7410,1196,,,,12,,,4,,,29,ben,对不起,,,,,,,,,,,,,,,,,,,,,,3,,,,
7420,1197,,,,6,,,19,,,28,stella,所以那次你没回我才会那么生气,,ben,,35,,,,,,,,,,,,,,,,,,14,,,,
7430,1198,,,,6,,,19,,,28,stella,连回复都没有了谁还能坚持呀,,,,,,,,,,,,,,,,,,,,,,13,,,,
7440,1199,,,,6,,,19,,,28,stella,真讨厌,,,,,,,,,,,,,,,,,,,,,,3,,,,
7441,1200,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
7442,1201,,,,,,,special,,,29,,gradual,,ben,,80,,,,,,,,,,,,,,,,,,7,,,,
7443,1202,,,,12,,,4,,,29,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
